11933	20657	1
11933	20658	1
11933	20659	1
11933	20660	1
11934	20661	1
11934	20662	1
0	20693	1
0	20663	1
0	20685	1
0	20694	1
0	20681	1
0	20691	1
0	20673	1
0	34559	1
0	20667	1
0	20675	1
0	20712	1
0	20696	1
0	20730	1
0	20698	1
0	20731	1
0	20708	1
0	34562	1
0	20724	1
0	20718	1
0	20703	1
0	20672	1
0	20727	1
0	20668	1
0	20710	1
0	20697	1
0	20725	1
0	20705	1
0	20717	1
0	20679	1
0	20702	1
0	20719	1
0	20670	1
0	20713	1
0	20716	1
0	20682	1
0	20729	1
0	20688	1
0	20707	1
0	20676	1
0	34565	1
0	20666	1
0	20680	1
0	20701	1
0	20671	1
0	20728	1
0	20669	1
0	20699	1
0	34561	1
0	20721	1
0	20709	1
0	34567	1
0	20678	1
0	20690	1
0	20704	1
0	20689	1
0	20711	1
0	20687	1
0	20706	1
0	34566	1
0	20720	1
0	20674	1
0	20695	1
0	34564	1
0	20722	1
0	20726	1
0	34558	1
0	20700	1
0	20692	1
0	20664	1
0	20715	1
0	20684	1
0	20665	1
0	20686	1
0	34563	1
1	20732	1
2	20733	1
11936	20734	1
11936	20735	1
11936	20736	1
11936	20737	1
11936	20738	1
11936	20739	1
11936	20740	1
11936	20741	1
11936	20742	1
11936	20743	1
11936	20744	1
11936	55027	1
11937	20764	1
11937	20765	1
11937	20766	1
11937	20767	1
11938	20745	1
11938	20746	1
11938	20747	1
11938	20748	1
11938	20749	1
11938	20750	1
11938	20751	1
11938	20752	1
11938	20753	1
11938	20754	1
11938	20755	1
11938	20756	1
11938	20757	1
11938	20758	1
11938	20759	1
11938	20760	1
11938	20761	1
11938	20762	1
11938	20763	1
11938	55028	1
11939	20768	1
11939	20769	1
11939	55029	1
11940	51115	1
11940	51116	1
11944	55030	1
11947	20770	1
11947	20771	1
11947	20772	1
11947	20773	1
3	20774	1
3	20775	1
3	20776	1
3	20777	1
3	20778	1
3	20779	1
3	20780	1
11948	20781	1
11948	20782	1
11948	20783	1
11948	20784	1
11949	20785	1
11949	20786	1
11950	20787	1
11950	20788	1
4	20789	1
4	20790	1
4	49572	1
4	49573	1
4	49574	1
4	49575	1
4	49576	1
4	49577	1
4	49578	1
4	49579	1
4	55033	1
5	20791	1
5	20792	1
6	20793	1
6	20794	1
6	20795	1
6	20796	1
6	20797	1
7	20798	1
7	20799	1
7	20800	1
8	20801	1
11956	20802	1
11956	20803	1
11956	20804	1
10459	20805	1
10459	20806	1
11957	20807	1
11957	20808	1
11957	20809	1
11957	20810	1
11957	20811	1
11958	20812	1
11958	20813	1
11958	20814	1
11958	20815	1
11958	20816	1
11958	20817	1
11958	20818	1
11958	20819	1
11958	20820	1
11958	20821	1
11958	20822	1
11958	20823	1
11958	20824	1
11958	20825	1
11958	20826	1
11958	20827	1
11958	20828	1
11962	20829	1
11962	20830	1
11963	20831	1
11963	20832	1
11964	20833	1
11964	20834	1
10	20835	1
10	20836	1
10	20837	1
10	20838	1
13	20896	1
13	20874	1
13	28906	1
13	20852	1
13	28893	1
13	28895	1
13	20898	1
13	20876	1
13	20844	1
13	20865	1
13	28887	1
13	20881	1
13	20860	1
13	20878	1
13	20856	1
13	20846	1
13	28902	1
13	28885	1
13	20883	1
13	26699	1
13	26697	1
13	20849	1
13	20873	1
13	20867	1
13	20843	1
13	28892	1
13	20845	1
13	20899	1
13	28905	1
13	20864	1
13	20862	1
13	28900	1
13	20879	1
13	26698	1
13	20869	1
13	20850	1
13	28884	1
13	20868	1
13	20889	1
13	20861	1
13	20853	1
13	28891	1
13	20859	1
13	20887	1
13	20847	1
13	20858	1
13	20851	1
13	20872	1
13	20842	1
13	28888	1
13	28890	1
13	20870	1
13	28897	1
13	20890	1
13	55644	1
13	20888	1
13	20877	1
13	20884	1
13	20900	1
13	20880	1
13	26696	1
13	20895	1
13	28907	1
13	28889	1
13	20875	1
13	20892	1
13	20882	1
13	28896	1
13	20891	1
14	20901	1
14	20902	1
14	20903	1
14	20904	1
14	20905	1
14	20906	1
14	20907	1
14	20908	1
14	20909	1
14	20910	1
14	20911	1
14	20912	1
14	20913	1
14	20914	1
14	20915	1
14	20916	1
14	20917	1
14	20918	1
14	20919	1
14	20920	1
14	20921	1
14	20922	1
14	20923	1
14	20924	1
14	20925	1
14	20926	1
14	20927	1
14	20928	1
14	20929	1
14	20930	1
14	20931	1
14	20932	1
14	20933	1
14	20934	1
14	20935	1
14	20936	1
14	20937	1
14	20938	1
14	20939	1
14	20940	1
14	20941	1
14	20942	1
14	20943	1
14	20944	1
14	20945	1
14	20946	1
14	20947	1
14	20948	1
14	20949	1
14	20950	1
14	55038	1
9412	20951	1
9412	20952	1
7867	20953	1
7867	20954	1
15	20955	1
15	20956	1
11968	20957	1
11968	20958	1
7246	20961	1
7246	20962	1
7246	20963	1
7246	20964	1
17	18287	1
17	55042	1
18	20965	1
18	20966	1
9452	20967	1
19	20968	1
19	20969	1
19	20970	1
19	20971	1
20	20972	1
21	20973	1
21	20974	1
23	20975	1
5770	20976	1
5770	20977	1
24	21783	1
24	21784	1
25	20978	1
25	20979	1
26	20980	1
26	20981	1
27	20982	1
27	20983	1
6647	20984	1
7493	20987	1
7493	20988	1
6308	20989	1
6308	20990	1
6183	20991	1
6183	20992	1
6183	20993	1
6183	20994	1
6183	20995	1
6183	20996	1
6183	20997	1
6183	20998	1
6183	20999	1
30	21000	1
30	21001	1
31	55046	1
6513	21002	1
6513	21003	1
6513	21004	1
6513	21005	1
32	21006	1
32	21007	1
33	21008	1
33	21009	1
33	21010	1
33	21011	1
33	21012	1
33	21013	1
33	21014	1
33	21015	1
33	21016	1
33	21017	1
6215	21018	1
6215	21019	1
35	21180	1
35	21181	1
35	21182	1
35	21183	1
35	21184	1
35	21185	1
35	21186	1
35	21187	1
35	21188	1
7556	21020	1
7556	21021	1
7556	21022	1
7556	21023	1
5259	21024	1
37	21025	1
37	21026	1
38	21027	1
38	21028	1
38	21029	1
40	21033	1
40	21034	1
40	21035	1
41	21036	1
41	21037	1
41	21038	1
41	21039	1
42	21040	1
42	21041	1
42	21042	1
7675	55052	1
44	21043	1
44	21044	1
44	21045	1
5007	21046	1
5007	21047	1
5007	21048	1
5007	21049	1
5007	21050	1
5007	21051	1
5007	21052	1
5007	21053	1
5007	21054	1
5007	21055	1
5007	21056	1
5007	21057	1
5007	21058	1
5007	21059	1
5007	21060	1
5007	21061	1
5007	21062	1
5007	21063	1
5007	21064	1
5007	21065	1
5007	21066	1
5007	21067	1
5007	21068	1
5007	21069	1
5007	21070	1
5007	21071	1
5007	21072	1
5007	21073	1
5007	21074	1
5007	21075	1
5007	21076	1
5007	21077	1
5007	21078	1
5007	21079	1
5007	21080	1
5007	21081	1
5007	21082	1
5007	21083	1
5007	21084	1
5007	21085	1
5007	21086	1
5007	21087	1
5007	21088	1
5007	21089	1
5007	21090	1
5007	21091	1
5007	21092	1
5007	21093	1
5007	21094	1
5007	21095	1
5007	21096	1
5007	21097	1
5007	21098	1
46	21099	1
46	55055	1
47	21100	1
47	21101	1
8114	21102	1
8114	21103	1
48	21104	1
48	21105	1
50	21106	1
50	21107	1
6135	21108	1
6135	21109	1
6135	21110	1
6135	21111	1
52	21116	1
53	21119	1
53	21120	1
53	21121	1
53	21122	1
5577	21189	1
5577	21190	1
5577	21191	1
5577	21192	1
5577	21193	1
5577	21194	1
5577	21195	1
5577	21196	1
9525	21221	1
9525	21222	1
9525	21223	1
6119	21224	1
6119	21225	1
8384	21226	1
8384	21227	1
55	21228	1
55	21229	1
55	21230	1
55	21231	1
55	21232	1
55	21233	1
55	21234	1
55	21235	1
55	21236	1
55	21237	1
55	21238	1
55	21239	1
55	21240	1
55	21241	1
55	21242	1
55	21243	1
55	21244	1
55	21245	1
58	21246	1
58	21247	1
59	21248	1
60	21249	1
60	21250	1
60	21251	1
8428	21252	1
8428	21253	1
8428	21254	1
8428	21255	1
8428	21256	1
8428	21257	1
9777	21258	1
9777	21259	1
61	21260	1
61	21261	1
61	21262	1
61	21263	1
61	21264	1
61	21265	1
10969	21266	1
10969	21267	1
65	21268	1
65	21269	1
8271	21270	1
8271	21271	1
66	21272	1
66	21273	1
66	21274	1
66	21275	1
66	21276	1
66	21277	1
67	21278	1
67	21279	1
67	21280	1
8825	21281	1
8825	21282	1
9895	21283	1
9895	21284	1
9895	21285	1
9895	21286	1
68	21287	1
68	21288	1
68	21289	1
8627	55065	1
69	21290	1
69	21291	1
69	21292	1
69	21293	1
6196	21294	1
6196	21295	1
5230	21300	1
8156	21301	1
5118	21302	1
5118	21303	1
5118	21304	1
5118	21305	1
